asset_id,corpus,path,sha256,license,source,created_utc,generator_script,generator_seed,kokoro_revision,intent,adversity_level,persona,duration_s,sample_rate
call-0054,corpus_500,assets/corpus_500/call-0054.wav,2ae62e0bd2495f8c559d0721ea4aaa04f19015e8288f621aebcb0e1820cf911c,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:17+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,neutral,calm_professional,4.400,24000
call-0055,corpus_500,assets/corpus_500/call-0055.wav,f9470e4ebebd8063a549047f5653aaa50c0d69c185a4bf4ee6938cffb175dfc8,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:19+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,neutral,elderly_hard_of_hearing,3.675,24000
call-0056,corpus_500,assets/corpus_500/call-0056.wav,830f1a996e822d90b9126894d6b504b804d75e74d5e879da287a6d25a6a30466,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:22+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,neutral,esl_speaker,4.275,24000
call-0057,corpus_500,assets/corpus_500/call-0057.wav,de6456e022a0f836c0f72f85aab8226dfb5143cd2f39edfb283ca9e274e5d2de,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:25+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,neutral,fast_talker,5.700,24000
call-0058,corpus_500,assets/corpus_500/call-0058.wav,b101212b00fe8a245cefa8b8366a8489196a4a0ec6b65c661d1e46c21519ad70,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:27+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,neutral,soft_voice,3.600,24000
call-0059,corpus_500,assets/corpus_500/call-0059.wav,a1a2ca202b214bf870b1c0a17ddf24077913cd0bdf82ba4a27b2d997a7326c3f,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:30+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,neutral,interrupting_caller,3.775,24000
call-0060,corpus_500,assets/corpus_500/call-0060.wav,0abdc63ff869a0f8525e9dcfecdebc055b06624bbc65617ab80bb5ca83b5b600,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:32+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,neutral,cooperative_brief,3.025,24000
call-0061,corpus_500,assets/corpus_500/call-0061.wav,ad6242f736a54bb0ae75bfd23e1071ed433c6b7a357edf1a3b02e9f67698cd9f,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:35+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,mild_emotional,nervous_first_time,4.675,24000
call-0062,corpus_500,assets/corpus_500/call-0062.wav,4439bb6374a3ffd380f593fd5beeaa7245ac54752e7be86afe68ea64a20fcbb9,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:37+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,mild_emotional,returning_client,4.275,24000
call-0063,corpus_500,assets/corpus_500/call-0063.wav,8ad6453b6d2d1585d9f757d1983852a18c5f6fd4985f673c36c34596bca538f7,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:40+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,mild_emotional,frustrated_billing,3.925,24000
call-0064,corpus_500,assets/corpus_500/call-0064.wav,80a776b044f60c1ab4cac7007978cb3b1decac3177cdff20396a9b87be375e65,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:42+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,mild_emotional,calm_professional,4.400,24000
call-0065,corpus_500,assets/corpus_500/call-0065.wav,39acd95686a30583bc05740d3f6d60acaa629674b1b3b2cbde4b87cd24f4dfe6,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:45+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,mild_emotional,elderly_hard_of_hearing,3.675,24000
call-0066,corpus_500,assets/corpus_500/call-0066.wav,349e81a3d1aa8608222aa85257d4d4ce8df1e287da113c8f8a68928bd4bb12d7,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:47+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,mild_emotional,esl_speaker,4.275,24000
call-0067,corpus_500,assets/corpus_500/call-0067.wav,c0a6c3bb82d4bb2a5b4cc45714c3946dc7c0c406ad1013e18fb0dc6cc400b709,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:50+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,mild_emotional,fast_talker,5.700,24000
call-0068,corpus_500,assets/corpus_500/call-0068.wav,697941ddca6bb4966b7daa70b2b134263d9e857e618ba82bf2fe1aa8e781b74a,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:53+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,mild_emotional,soft_voice,3.600,24000
call-0069,corpus_500,assets/corpus_500/call-0069.wav,f3f4223fda7454581f4f50f7566cbd260a0ff649f863a26fd4d75df480457681,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:55+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,mild_emotional,interrupting_caller,3.775,24000
call-0070,corpus_500,assets/corpus_500/call-0070.wav,559e0eadd7d13d70d96186f2409041019f054376596cc9f4c4aa5feaddd72230,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:33:58+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,mild_emotional,cooperative_brief,3.025,24000
call-0071,corpus_500,assets/corpus_500/call-0071.wav,223ff297e13a64eb82dff2ff3eb10f8dfc7eafa06668203b51e52bb68e31377f,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:00+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,accent_strong,nervous_first_time,4.675,24000
call-0072,corpus_500,assets/corpus_500/call-0072.wav,9939b3816bf565df1c028f3707b0f41cea51188a946f25868a5519805557592d,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:03+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,accent_strong,returning_client,4.275,24000
call-0073,corpus_500,assets/corpus_500/call-0073.wav,d512e2665eeda94e1dc1df6139f52d62f6b4e9b6aaf56815e7c2af0ab306b0f0,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:06+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,accent_strong,frustrated_billing,3.925,24000
call-0074,corpus_500,assets/corpus_500/call-0074.wav,ab72b1c5c4b726e6203a9e8679dea468aa8f0f483c2790369e5624ef14b9dc36,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:08+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,accent_strong,calm_professional,4.400,24000
call-0075,corpus_500,assets/corpus_500/call-0075.wav,9eb6278ba715076ed5881de37abb42d69f75b0d64b5b904b0182ed0f3248ecf0,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:11+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,accent_strong,elderly_hard_of_hearing,3.675,24000
call-0076,corpus_500,assets/corpus_500/call-0076.wav,9a2e23a545a43f2f2715dbbfead0be4459fced3048652c783954bc6630fabf18,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:13+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,accent_strong,esl_speaker,4.275,24000
call-0077,corpus_500,assets/corpus_500/call-0077.wav,5b67ad4d79af1bbec963eac66954aba4f96371daa50b8a5c108bd8e0109ce3c3,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:16+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,accent_strong,fast_talker,5.700,24000
call-0078,corpus_500,assets/corpus_500/call-0078.wav,20ad324c498c480ca43d63791dd8c0c6c6b51167e04f8a4af8ebf1231ec5223b,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:18+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,accent_strong,soft_voice,3.600,24000
call-0079,corpus_500,assets/corpus_500/call-0079.wav,bfde8b01bb6ef708b1b5f17f55f530288fa768075f8fcd4f84aac578f8067d76,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:21+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,accent_strong,interrupting_caller,3.775,24000
call-0080,corpus_500,assets/corpus_500/call-0080.wav,15672887d85b468f98be333b014f88622c3b0c041cf89036e93e26ca50f1df8c,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:23+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,accent_strong,cooperative_brief,3.025,24000
call-0081,corpus_500,assets/corpus_500/call-0081.wav,e3708712a8d7c9f242024840acb2ca20f5b49fb0b0afce6ab13b4a463abb977d,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:26+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,background_noise,nervous_first_time,4.675,24000
call-0082,corpus_500,assets/corpus_500/call-0082.wav,d5910a232eba2b85e3b99cd4f78f3cb597c934e4cd701e32019bf859c1407d56,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:28+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,background_noise,returning_client,4.275,24000
call-0083,corpus_500,assets/corpus_500/call-0083.wav,4a3bd5aa59a0b525321d22d02a65d9b9b335b263ffaee885e8e12ab08e2f72b3,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:31+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,background_noise,frustrated_billing,3.925,24000
call-0084,corpus_500,assets/corpus_500/call-0084.wav,f5e1395084f162697cb983521a6fb3191d9b1e3445ce6884378d9f63eb72523c,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:33+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,background_noise,calm_professional,4.400,24000
call-0085,corpus_500,assets/corpus_500/call-0085.wav,54eb85bbdf257da57a3eb43954dd3a8a93acdc4d81d08f0f9507ad2032fa52b6,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:36+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,background_noise,elderly_hard_of_hearing,3.675,24000
call-0086,corpus_500,assets/corpus_500/call-0086.wav,929f4fe5160a041681f6311186dbc822e7dc818f817ef667fdead3839b730a6d,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:38+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,background_noise,esl_speaker,4.275,24000
call-0087,corpus_500,assets/corpus_500/call-0087.wav,eb452cbe7e942649ae570858aabb7618e6ecb2b0a5e15c93ba1d1c6e9fca275e,synthetic,assets/render_env/render_corpus.py,2026-05-04T22:34:41+00:00,assets/render_env/render_corpus.py,42,0.9.4,fee_question,background_noise,fast_talker,5.700,24000
